1	48
1	181
1	196
1	273
1	293
2	97
2	140
2	151
2	174
2	177
3	63
3	122
3	178
3	267
3	289
4	90
4	141
4	142
4	159
4	265
5	182
5	234
5	244
5	247
5	279
6	35
6	74
6	201
6	211
6	244
7	150
7	165
7	228
7	290
7	296
8	11
8	129
8	177
8	204
8	259
9	109
9	269
9	275
9	290
9	294
10	17
10	152
10	198
10	203
10	274
11	8
11	111
11	138
11	190
11	285
12	86
12	159
12	168
12	185
12	276
13	69
13	208
13	249
13	255
13	268
14	124
14	139
14	145
14	184
14	199
15	103
15	246
15	277
15	292
15	299
16	123
16	187
16	221
16	270
16	279
17	10
17	21
17	198
17	241
17	275
18	169
18	252
18	253
18	294
18	299
19	50
19	127
19	166
19	241
19	289
20	53
20	271
20	272
20	284
20	290
21	17
21	103
21	230
21	259
21	298
22	175
22	208
22	222
22	249
22	263
23	24
23	79
23	142
23	283
23	286
24	23
24	119
24	247
24	264
24	296
25	81
25	175
25	275
25	282
25	286
26	30
26	31
26	93
26	114
26	245
27	77
27	123
27	253
27	279
27	285
28	131
28	213
28	241
28	281
28	293
29	83
29	115
29	264
29	280
29	290
30	26
30	75
30	222
30	227
30	296
31	26
31	101
31	162
31	257
31	273
32	51
32	69
32	169
32	249
32	297
33	58
33	176
33	279
33	292
33	294
34	244
34	266
34	268
34	269
34	293
35	6
35	210
35	234
35	288
35	294
36	46
36	64
36	251
36	254
36	281
37	60
37	146
37	202
37	276
37	296
38	54
38	133
38	233
38	247
38	275
39	74
39	132
39	239
39	261
39	285
40	174
40	186
40	233
40	270
40	300
41	57
41	222
41	249
41	275
41	276
42	181
42	184
42	228
42	276
42	287
43	165
43	218
43	221
43	267
43	285
44	144
44	150
44	211
44	230
44	299
45	50
45	170
45	175
45	209
45	216
46	36
46	170
46	230
46	262
46	296
47	76
47	167
47	229
47	262
47	284
48	1
48	243
48	259
48	285
48	297
49	96
49	163
49	267
49	270
49	274
50	19
50	45
50	70
50	154
50	277
51	32
51	104
51	250
51	281
51	297
52	180
52	183
52	191
52	264
52	300
53	20
53	66
53	108
53	137
53	190
54	38
54	97
54	273
54	279
54	281
55	134
55	199
55	205
55	218
55	289
56	180
56	195
56	265
56	280
56	298
57	41
57	100
57	203
57	270
57	279
58	33
58	107
58	166
58	219
58	245
59	105
59	122
59	185
59	196
59	225
60	37
60	66
60	112
60	213
60	248
61	76
61	139
61	167
61	183
61	257
62	105
62	215
62	293
62	294
62	295
63	3
63	155
