1	11 
2	43 
3	51 
4	13 
5	24 
6	23 
7	37 
8	13 
9	5 
10	35 
11	42 
12	24 
13	2 
14	22 
15	6 
16	42 
17	16 
18	34 
19	15 
20	39 
21	27 
22	18 
23	21 
24	25 
25	27 
26	3 
27	24 
28	13 
29	11 
30	14 
31	39 
32	50 
33	35 
34	7 
35	42 
36	29 
37	42 
38	38 
39	32 
40	25 
41	37 
42	49 
43	33 
44	24 
45	13 
46	10 
47	31 
48	32 
49	20 
50	25 
51	38 
52	20 
53	18 
54	10 
55	8 
56	15 
57	13 
58	21 
59	40 
60	22 
61	40 
62	23 
63	50 
64	39 
65	43 
66	45 
67	38 
68	16 
69	12 
70	13 
71	22 
72	31 
73	25 
74	17 
75	51 
76	12 
77	5 
78	51 
79	15 
80	9 
81	33 
82	35 
83	30 
84	24 
85	32 
86	47 
87	24 
88	31 
89	22 
90	28 
91	20 
92	41 
93	5 
94	42 
95	38 
96	25 
97	5 
98	36 
99	11 
100	1 
101	21 
102	21 
103	28 
104	7 
105	3 
106	44 
107	13 
108	5 
109	49 
110	8 
111	31 
112	15 
113	3 
114	50 
115	50 
116	3 
117	45 
118	17 
119	33 
120	2 
121	24 
122	28 
123	26 
124	42 
125	21 
126	16 
127	10 
128	3 
129	37 
130	16 
131	15 
132	48 
133	43 
134	30 
135	8 
136	47 
137	38 
138	39 
139	50 
140	6 
141	42 
142	46 
143	15 
144	15 
145	16 
146	26 
147	23 
148	22 
149	12 
150	32 
151	28 
152	46 
153	9 
154	26 
155	37 
156	28 
157	22 
158	40 
159	16 
160	30 
161	40 
162	11 
163	5 
164	49 
165	45 
166	9 
167	43 
168	38 
169	51 
170	29 
171	44 
172	29 
173	29 
174	52 
175	7 
176	25 
177	14 
178	2 
179	40 
180	10 
181	7 
182	45 
183	33 
184	5 
185	7 
186	7 
187	14 
188	39 
189	12 
190	21 
191	9 
192	3 
193	39 
194	16 
195	14 
196	33 
197	11 
198	51 
199	1 
200	46 
201	12 
202	27 
203	26 
204	17 
205	27 
206	34 
207	18 
208	4 
209	46 
210	37 
211	28 
212	27 
213	41 
214	27 
215	44 
216	14 
217	10 
