degree distribution (probability density function of the degree in logarithmic bins) 
7.41406	0.168322
9.37013	0.0831829
11.5043	0.0510298
13.9737	0.041557
16.9451	0.0272517
20.6508	0.0154991
24.7875	0.0161684
30.1591	0.00730538
36.7317	0.00559225
46.0476	0.00470614

degree distribution (degree-occurrences) 
7	0.15
8	0.106
9	0.097
10	0.057
11	0.057
12	0.058
13	0.041
14	0.035
15	0.038
16	0.03
17	0.036
18	0.025
19	0.013
20	0.016
21	0.014
22	0.02
23	0.021
24	0.017
25	0.014
26	0.014
27	0.014
28	0.009
29	0.011
30	0.006
31	0.005
32	0.008
33	0.005
34	0.006
35	0.007
36	0.009
37	0.005
38	0.004
39	0.006
40	0.002
41	0.002
42	0.004
43	0.005
44	0.007
45	0.003
46	0.004
47	0.002
48	0.008
49	0.004
50	0.005


--------------------------------------
community distribution (size-occurrences)
7	0.0769231
8	0.0576923
9	0.0769231
10	0.115385
11	0.0576923
12	0.0384615
13	0.0576923
14	0.0384615
16	0.0192308
17	0.0384615
18	0.0192308
19	0.0192308
21	0.0192308
22	0.0192308
23	0.0192308
24	0.0384615
25	0.0192308
26	0.0192308
27	0.0384615
28	0.0384615
30	0.0192308
33	0.0192308
39	0.0192308
41	0.0192308
43	0.0192308
44	0.0384615
46	0.0384615


--------------------------------------
mixing parameter
0	0.095
0.0537037	0.003
0.0633853	0.048
0.0792184	0.121
0.0912336	0.13
0.106396	0.269
0.122701	0.154
0.13273	0.03
0.144105	0.129
0.166667	0.011
0.181054	0.007
0.25	0.001
0.285714	0.002

--------------------------------------
