1	197
1	691
1	692
1	731
1	793
1	842
1	858
2	639
2	688
2	692
2	718
2	764
2	781
2	819
3	75
3	198
3	220
3	423
3	524
3	549
3	551
4	8
4	28
4	45
4	57
4	70
4	107
4	947
5	12
5	27
5	44
5	84
5	87
5	121
5	810
6	837
6	877
6	929
6	930
6	945
6	946
6	948
7	932
7	963
7	965
7	968
7	975
7	983
7	989
8	4
8	28
8	45
8	57
8	70
8	107
8	578
9	93
9	184
9	223
9	358
9	457
9	489
9	495
10	352
10	480
10	623
10	638
10	669
10	678
10	715
11	16
11	35
11	37
11	94
11	124
11	141
11	818
12	5
12	27
12	44
12	84
12	87
12	121
12	996
13	427
13	441
13	459
13	488
13	522
13	528
13	635
14	89
14	705
14	709
14	802
14	883
14	889
14	896
15	238
15	308
15	324
15	329
15	494
15	501
15	508
16	11
16	35
16	37
16	94
16	124
16	141
16	407
17	68
17	126
17	130
17	145
17	159
17	194
17	251
18	292
18	420
18	540
18	629
18	719
18	727
18	767
19	56
19	79
19	112
19	131
19	143
19	144
19	955
20	64
20	138
20	188
20	193
20	310
20	315
20	338
21	202
21	205
21	212
21	214
21	221
21	275
21	342
22	916
22	958
22	984
22	985
22	993
22	997
22	999
23	101
23	102
23	190
23	322
23	364
23	436
23	467
24	40
24	50
24	176
24	267
24	277
24	381
24	418
25	202
25	205
25	212
25	221
25	275
25	342
25	886
26	360
26	642
26	816
26	838
26	852
26	879
26	952
27	5
27	12
27	44
27	84
27	87
27	121
27	884
28	4
28	8
28	45
28	57
28	70
28	107
28	666
29	244
29	660
29	731
29	762
29	793
29	821
29	842
30	187
30	195
30	240
30	287
30	339
30	402
30	403
31	138
31	188
31	193
31	310
31	315
31	338
31	587
32	114
32	257
32	271
32	274
32	299
32	354
32	903
33	257
33	362
33	623
33	638
33	669
33	678
33	715
34	175
34	181
34	185
34	186
34	218
34	226
34	922
35	11
35	16
35	37
35	94
35	124
35	141
35	934
36	334
36	343
36	397
36	611
36	640
36	680
36	726
37	11
37	16
37	35
37	94
37	124
37	141
37	892
